ماشین,لپ تاپ,تلفن همراه
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رنو ساندرو', 'رنگ': 'خاکستری', 'کارکرد (کیلومتر)': 47765, 'سال ساخت': 1395, 'قیمت (تومان)': 1505000000, 'توضیحات فروشنده': 'داخل کابین بدون خط، سقف و ستون سالم، کولر یخ.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo Legion 5', 'رنگ': 'قرمز', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 950000000, 'توضیحات فروشنده': 'آکبند بازشده، ضمانت باقی\u200cمانده دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Motorola Edge 30', 'رنگ': 'طلایی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 16900000, 'توضیحات فروشنده': 'تمامی اطلاعات پاک شده و آماده انتقال.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 206 صندوقدار', 'رنگ': 'قهوه\u200cای', 'کارکرد (کیلومتر)': 57455, 'سال ساخت': 1399, 'قیمت (تومان)': 407000000, 'توضیحات فروشنده': 'گیربکس و موتور عالی، بدون سروصدا، کولر و بخاری سالم.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Air M1', 'رنگ': 'خاکستری', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 400000000, 'توضیحات فروشنده': 'فروش فوری، فقط تماس، قیمت مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi Redmi Note 11', 'رنگ': 'طلایی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 10100000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا پلاس توربو', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 155039, 'سال ساخت': 1398, 'قیمت (تومان)': 1494000000, 'توضیحات فروشنده': 'پخش تصویری اندروید نصب شده، سیستم صوتی حرفه\u200cای.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'LG Gram 17', 'رنگ': 'خاکستری', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 842000000, 'توضیحات فروشنده': 'بدون کوچک\u200cترین ایراد، همه چیز اورجینال.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Tecno Spark 10', 'رنگ': 'مشکی', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 4900000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رانا', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 162603, 'سال ساخت': 1391, 'قیمت (تومان)': 696000000, 'توضیحات فروشنده': 'داخل کابین بدون خط، سقف و ستون سالم، کولر یخ.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'آبی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 890000000, 'توضیحات فروشنده': 'به دلیل ارتقا می\u200cفروشم، سالم و تمیز.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi 12', 'رنگ': 'نقره\u200cای', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 33800000, 'توضیحات فروشنده': 'گوشی بسیار تمیز، استفاده شخصی، بدون تعمیر.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تندر 90', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 51155, 'سال ساخت': 1396, 'قیمت (تومان)': 914000000, 'توضیحات فروشنده': 'دو لکه رنگ جزئی، سند تک برگ، تمامی مدارک آماده انتقال.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'MSI GF63', 'رنگ': 'سفید', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 753000000, 'توضیحات فروشنده': 'محصول شرکتی، فاکتور و گارانتی دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Motorola G82', 'رنگ': 'بنفش', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 10600000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'هایما S7', 'رنگ': 'نقره\u200cای', 'کارکرد (کیلومتر)': 113925, 'سال ساخت': 1397, 'قیمت (تومان)': 2952000000, 'توضیحات فروشنده': 'موتور و گیربکس عالی، رینگ اسپرت، زاپاس استفاده نشده.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo Legion 5', 'رنگ': 'مشکی', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 32, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 717000000, 'توضیحات فروشنده': 'برای برنامه\u200cنویسی و گیمینگ مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Google Pixel 7a', 'رنگ': 'سبز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 27200000, 'توضیحات فروشنده': 'تمامی لوازم فابریک، باتری تازه تعویض شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'ام وی ام X22', 'رنگ': 'خاکستری', 'کارکرد (کیلومتر)': 14779, 'سال ساخت': 1399, 'قیمت (تومان)': 1528000000, 'توضیحات فروشنده': 'یک سال بیمه کامل، بدون تصادف، داخل کابین تمیز و مرتب.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Pro 14', 'رنگ': 'خاکستری', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'استفاده\u200cشده ولی سالم', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 916000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi Mi 11 Lite', 'رنگ': 'سبز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۷۰ تا ۸۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 12900000, 'توضیحات فروشنده': 'تنها مشکل ظاهر قاب است، فنی کاملاً سالم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 207i اتومات', 'رنگ': 'زرد', 'کارکرد (کیلومتر)': 59823, 'سال ساخت': 1398, 'قیمت (تومان)': 1152000000, 'توضیحات فروشنده': 'تک صاحب، داخل کابین همانند صفر، بدون خط و خش.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Huawei MateBook D 14', 'رنگ': 'خاکستری', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 355000000, 'توضیحات فروشنده': 'همراه با کیف و شارژر اصلی، باتری تازه سرویس شده.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 12', 'رنگ': 'طلایی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 37400000, 'توضیحات فروشنده': 'بدون هیچ هزینه اضافه، فقط استفاده کن.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'رنو ساندرو', 'رنگ': 'زرد', 'کارکرد (کیلومتر)': 91910, 'سال ساخت': 1398, 'قیمت (تومان)': 1514000000, 'توضیحات فروشنده': 'بدون خرج، فقط سوار شو، همه چیز آماده انتقال.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'خوب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Huawei MateBook D 14', 'رنگ': 'سفید', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 256, 'وضعیت فیزیکی': 'آکبند', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 510000000, 'توضیحات فروشنده': 'فروش فوری، فقط تماس، قیمت مناسب.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Nokia 5.4', 'رنگ': 'قرمز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 5700000, 'توضیحات فروشنده': 'تنها مشکل ظاهر قاب است، فنی کاملاً سالم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 405 GLX', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 27088, 'سال ساخت': 1395, 'قیمت (تومان)': 615000000, 'توضیحات فروشنده': 'گیربکس تازه سرویس شده، موتور بدون ایراد، بدنه خط\u200cوخش ندارد.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Pro 14', 'رنگ': 'سفید', 'سال ساخت': 2024, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 774000000, 'توضیحات فروشنده': 'سالم، مناسب دانشجویان و اداری.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi Mi 11 Lite', 'رنگ': 'قرمز', 'سال تولید': 2021, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'گوشی و شارژر', 'قیمت (تومان)': 8600000, 'توضیحات فروشنده': 'فقط برای تماس و پیامک استفاده شده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'برلیانس H330', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 85810, 'سال ساخت': 1397, 'قیمت (تومان)': 1267000000, 'توضیحات فروشنده': 'گیربکس اتومات سالم، شتاب عالی، سرویس\u200cها کامل انجام شده.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Huawei MateBook D 14', 'رنگ': 'مشکی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 359000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ جزئی روی قاب، فنی سالم.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Nokia G20', 'رنگ': 'سفید', 'سال تولید': 2023, 'حافظه داخلی (GB)': 64, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 5600000, 'توضیحات فروشنده': 'به تازگی ریست شده، آماده استفاده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'تیبا', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 44671, 'سال ساخت': 1390, 'قیمت (تومان)': 396000000, 'توضیحات فروشنده': 'لاستیک\u200cها ۹۰٪، تعویض روغن تازه، موتور کاملاً بی\u200cصدا.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز و بدون پارگی'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo ThinkPad X1', 'رنگ': 'سفید', 'سال ساخت': 2022, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط لپ\u200cتاپ', 'قیمت (تومان)': 709000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'iPhone 14 Pro', 'رنگ': 'سفید', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'فقط شارژر و جعبه', 'قیمت (تومان)': 53300000, 'توضیحات فروشنده': 'با جعبه و وسایل کامل، به علت نیاز مالی می\u200cفروشم.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'پژو 207i اتومات', 'رنگ': 'قرمز', 'کارکرد (کیلومتر)': 169187, 'سال ساخت': 1398, 'قیمت (تومان)': 1438000000, 'توضیحات فروشنده': 'رنگ شدگی در گلگیر جلو، مابقی فابریک، موتور پلمپ.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Apple MacBook Air M1', 'رنگ': 'مشکی', 'سال ساخت': 2021, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'تعویض\u200cشده', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 537000000, 'توضیحات فروشنده': 'صفحه\u200cکلید بدون فرسایش، تاچ\u200cپد دقیق.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi 12', 'رنگ': 'سبز', 'سال تولید': 2023, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۸۰ تا ۹۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 30100000, 'توضیحات فروشنده': 'دارای هندزفری اصلی و آداپتور سریع.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا پلاس اتومات', 'رنگ': 'سفید', 'کارکرد (کیلومتر)': 95317, 'سال ساخت': 1400, 'قیمت (تومان)': 1689000000, 'توضیحات فروشنده': 'بیمه و معاینه فنی تا پایان سال، فنی سالم.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون رنگ', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Lenovo Legion 5', 'رنگ': 'سفید', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 1024, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'شارژر و کیف', 'قیمت (تومان)': 611000000, 'توضیحات فروشنده': 'آکبند بازشده، ضمانت باقی\u200cمانده دارد.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Google Pixel 7a', 'رنگ': 'سفید', 'سال تولید': 2023, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': 'بالای ۹۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 27200000, 'توضیحات فروشنده': 'باطری سالم، یکبار هم باز نشده.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا پلاس توربو', 'رنگ': 'خاکستری', 'کارکرد (کیلومتر)': 148943, 'سال ساخت': 1401, 'قیمت (تومان)': 1191000000, 'توضیحات فروشنده': 'بدنه نو، بدون زنگ\u200cزدگی، با کاپوت تعویض.', 'وضعیت_موتور': 'بی\u200cنقص', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'سالم'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Microsoft Surface Pro 7', 'رنگ': 'قرمز', 'سال ساخت': 2019, 'حافظه RAM (گیگابایت)': 16, 'حافظه ذخیره\u200cسازی (گیگابایت)': 128, 'وضعیت فیزیکی': 'خط و خش جزئی', 'سلامت باتری': '۸۰–۹۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'فقط شارژر', 'قیمت (تومان)': 314000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Samsung Galaxy A52', 'رنگ': 'مشکی', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'در حد نو', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'سالم', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 14200000, 'توضیحات فروشنده': 'کارکرد بسیار کم، به شرط سلامت کامل.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا معمولی', 'رنگ': 'سبز', 'کارکرد (کیلومتر)': 28775, 'سال ساخت': 1395, 'قیمت (تومان)': 1161000000, 'توضیحات فروشنده': 'فقط یک لکه رنگ روی درب، موتور پلمپ، داخل کابین تمیز.', 'وضعیت_موتور': 'بدون ایراد', 'وضعیت_گیربکس': 'عالی', 'وضعیت_رنگ': 'بدون خط و خش', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Huawei MateBook D 14', 'رنگ': 'نقره\u200cای', 'سال ساخت': 2023, 'حافظه RAM (گیگابایت)': 8, 'حافظه ذخیره\u200cسازی (گیگابایت)': 512, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': '۷۰–۸۰٪', 'وضعیت صفحه نمایش': 'با یک ترک ریز', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 481000000, 'توضیحات فروشنده': 'لپ\u200cتاپ شخصی، استفاده اندک، بدون هیچ تعمیر.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Huawei P30', 'رنگ': 'مشکی', 'سال تولید': 2019, 'حافظه داخلی (GB)': 256, 'وضعیت فیزیکی': 'استفاده شده ولی سالم', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'فقط گوشی', 'قیمت (تومان)': 10200000, 'توضیحات فروشنده': 'دارای برچسب پشت و جلو، بدون خط.'}"
"{'دسته\u200cبندی': 'خودرو', 'مدل': 'دنا پلاس اتومات', 'رنگ': 'آبی', 'کارکرد (کیلومتر)': 174707, 'سال ساخت': 1402, 'قیمت (تومان)': 1371000000, 'توضیحات فروشنده': 'دو لکه رنگ جزئی، سند تک برگ، تمامی مدارک آماده انتقال.', 'وضعیت_موتور': 'سالم', 'وضعیت_گیربکس': 'مناسب', 'وضعیت_رنگ': 'نو', 'وضعیت_داخلی': 'تمیز'}","{'دسته\u200cبندی': 'لپ\u200cتاپ', 'مدل': 'Asus ROG Strix G15', 'رنگ': 'قرمز', 'سال ساخت': 2020, 'حافظه RAM (گیگابایت)': 64, 'حافظه ذخیره\u200cسازی (گیگابایت)': 2048, 'وضعیت فیزیکی': 'تمیز', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'نقطه\u200cدار', 'لوازم جانبی': 'کامل (شارژر، کیف، دفترچه)', 'قیمت (تومان)': 1158000000, 'توضیحات فروشنده': 'به دلیل ارتقا می\u200cفروشم، سالم و تمیز.'}","{'دسته\u200cبندی': 'تلفن همراه', 'مدل': 'Xiaomi Mi 11 Lite', 'رنگ': 'سبز', 'سال تولید': 2022, 'حافظه داخلی (GB)': 128, 'وضعیت فیزیکی': 'قاب پشت ترک خورده', 'سلامت باتری': 'کمتر از ۷۰٪', 'وضعیت صفحه نمایش': 'LCD تعویض شده', 'لوازم جانبی': 'کامل (شارژر، هندزفری، جعبه)', 'قیمت (تومان)': 13700000, 'توضیحات فروشنده': 'دارای هندزفری اصلی و آداپتور سریع.'}"
